0;44\441 21 NONE,44\461 3 NONE,44\415 2 NONE,44\153 2 NONE,44\409 3 NONE,44\392 2 NONE,44\159 12 NONE,44\390 2 NONE,44\391 6 NONE,44\402 2 NONE,44\397 5 NONE,44\394 2 NONE,44\401 2 NONE,44\487 1 NONE,44\382 36 NONE,44\482 1 NONE,44\444 2 NONE,44\385 2 NONE,44\413 2 NONE,44\22 26 NONE,44\489 2 NONE,44\367 3 NONE,44\366 2 NONE,44\365 1 NONE,44\261 3 NONE,44\249 1 NONE,44\361 3 NONE,44\360 45 NONE,44\49 7 NONE,44\246 1 NONE,44\386 2 title,44\240 2 NONE,44\241 26 NONE,44\242 2 NONE,44\243 2 NONE,44\495 2 NONE,44\228 26 NONE,44\226 3 NONE,44\227 2 NONE,44\412 3 NONE,44\222 2 NONE,44\223 1 NONE,44\220 3 NONE,44\221 3 NONE,44\388 3 NONE,44\419 2 NONE,44\148 19 NONE,44\147 29 NONE,44\380 10 NONE,44\145 1 NONE,44\144 45 NONE,44\143 2 NONE,44\410 27 NONE,44\387 5 NONE,44\140 10 NONE,44\38 3 NONE,44\496 37 NONE,44\44 2 NONE,44\32 2 NONE,44\369 3 NONE,44\34 1 NONE,44\37 2 NONE,44\312 16 NONE,44\313 2 NONE,44\310 12 NONE,44\311 2 NONE,44\316 1 NONE,44\317 2 NONE,44\314 2 NONE,44\315 1 NONE,44\252 2 NONE,44\250 2 NONE,44\257 2 NONE,44\417 14 NONE,44\254 3 NONE,44\234 45 NONE,44\236 3 NONE,44\231 2 NONE,44\428 79 NONE,44\406 2 NONE,44\139 2 NONE,44\133 3 NONE,44\400 2 NONE,44\424 33 NONE,44\404 1 NONE,44\135 2 NONE,44\405 27 NONE,44\90 2 NONE,44\403 3 NONE,44\303 2 NONE,44\302 2 NONE,44\305 3 NONE,44\304 2 NONE,44\306 3 NONE,44\309 3 NONE,44\308 2 NONE,44\47 1 NONE,44\46 3 NONE,44\199 1 NONE,44\209 1 NONE,44\434 3 NONE,44\432 1 NONE,44\431 2 NONE,44\477 10 NONE,44\203 10 NONE,44\91 10 NONE,44\207 2 NONE,44\129 25 NONE,44\128 3 NONE,44\282 2 NONE,44\485 2 NONE,44\284 1 NONE,44\287 3 NONE,44\288 3 NONE,44\120 2 NONE,44\2 45 NONE,44\122 14 NONE,44\125 1 NONE,44\124 3 NONE,44\126 3 NONE,44\280 3 NONE,44\281 3 NONE,44\95 1 NONE,44\338 2 NONE,44\339 3 NONE,44\58 2 NONE,44\59 26 NONE,44\56 45 NONE,44\335 2 title,44\336 45 NONE,44\337 2 NONE,44\330 2 NONE,44\53 2 NONE,44\332 1 NONE,44\333 1 NONE,44\442 10 NONE,44\116 1 NONE,44\117 2 NONE,44\447 2 NONE,44\358 1 NONE,44\359 1 NONE,44\357 2 NONE,44\352 3 NONE,44\119 3 NONE,44\350 94 NONE,44\351 2 NONE,44\416 10 NONE,44\298 2 NONE,44\297 2 NONE,44\295 73 NONE,44\294 1 NONE,44\293 26 NONE,44\42 12 NONE,44\3 1 NONE,44\4 2 NONE,44\453 45 NONE,44\69 2 NONE,44\329 27 NONE,44\68 2 NONE,44\322 24 NONE,44\60 3 NONE,44\327 10 NONE,44\326 2 NONE,44\325 2 NONE,44\324 3 NONE,44\89 20 NONE,44\450 2 NONE,44\101 2 NONE,44\452 2 NONE,44\107 2 NONE,44\106 2 NONE,44\457 2 NONE,44\459 1 NONE,44\109 1 NONE,44\341 3 NONE,44\84 2 NONE,44\342 2 NONE,44\94 3 NONE,44\85 24 NONE,44\463 19 NONE,44\74 1 NONE,44\75 1 NONE,44\429 2 NONE,44\67 2 NONE,44\78 10 NONE,44\66 1 NONE,44\213 2 NONE,44\212 2 NONE,44\211 1 NONE,44\210 15 NONE,44\194 2 NONE,44\197 37 NONE,44\190 2 NONE,44\219 2 NONE,44\218 2 NONE,44\378 2 NONE,44\468 2 NONE,44\92 2 NONE,44\465 3 NONE,44\372 2 NONE,44\373 2 NONE,44\375 4 NONE,44\438 37 NONE,44\377 7 NONE,44\176 1 NONE,44\177 3 NONE,44\174 2 NONE,44\175 1 NONE,44\172 1 NONE,44\173 3 NONE,44\170 329 NONE,44\421 26 NONE,44\455 3 NONE,44\422 3 NONE,44\178 2 NONE,44\50 6 NONE,44\411 5 NONE,44\347 3 NONE,44\466 3 NONE,44\262 3 NONE,44\81 2 NONE,44\189 2 NONE,44\188 2 NONE,44\266 3 NONE,44\264 45 NONE,44\265 3 NONE,44\183 3 NONE,44\268 3 NONE,44\427 26 NONE,44\187 2 NONE,44\186 2 NONE,44\185 1 NONE,44\184 2 NONE,44\479 28 NONE,44\473 140 NONE,44\472 1 NONE,44\470 2 NONE,44\467 10 NONE,44\476 2 NONE,44\474 1 NONE,44\165 1 NONE,44\164 2 NONE,44\167 2 NONE,44\161 37 NONE,44\160 4 NONE,44\163 2 NONE,44\57 2 NONE,44\86 2 NONE,44\168 6 NONE,44\13 2 NONE,44\17 3 NONE,44\14 2 NONE,44\15 2 NONE,44\414 2 NONE,44\18 2 NONE,44\19 1 NONE,44\271 2 NONE,44\273 3 NONE,44\272 2 NONE,44\274 3 NONE
00;44\370 1 NONE,44\465 5 NONE,44\352 5 NONE,44\119 5 NONE,44\177 6 NONE,44\339 5 NONE,44\173 5 NONE,44\170 7 NONE,44\157 1 NONE,44\133 5 NONE,44\295 1 NONE,44\294 1 NONE,44\288 6 NONE,44\403 5 NONE,44\367 2 NONE,44\482 3 NONE,44\27 1 NONE,44\51 2 NONE,44\262 6 NONE,44\300 1 NONE,44\266 5 NONE,44\267 1 NONE,44\245 2 NONE,44\46 5 NONE,44\185 1 NONE,44\324 5 NONE,44\103 1 NONE,44\209 1 NONE,44\434 5 NONE,44\455 5 NONE,44\459 1 NONE,44\226 5 NONE,44\60 5 NONE,44\347 5 NONE,44\477 2 NONE,44\221 5 NONE,44\280 1 NONE,44\128 5 NONE,44\287 5 NONE,44\121 1 NONE,44\380 1 NONE,44\416 2 NONE,44\412 5 NONE,44\38 5 NONE,44\305 5 NONE,44\17 5 NONE,44\273 5 NONE,44\275 1 NONE,44\199 1 NONE,44\277 10 NONE,44\210 3 NONE,44\335 1 NONE,44\333 3 NONE,44\254 5 NONE
000;44\375 3 NONE,44\350 7 NONE,44\410 1 NONE,44\312 5 NONE,44\50 7 NONE,44\68 1 NONE,44\199 1 NONE,44\148 4 NONE,44\463 4 NONE,44\186 3 NONE,44\413 1 NONE
000000;44\406 1 NONE,44\295 67 NONE,44\139 2 NONE,44\222 1 NONE,44\170 2 NONE
000000000001;44\297 1 NONE
00000001000;44\297 1 NONE
000000010010;44\297 1 NONE
000000010011;44\297 1 NONE
000000010100;44\297 1 NONE
000000010101;44\297 1 NONE
000000010110;44\297 1 NONE
000000010111;44\297 1 NONE
00000001100;44\297 1 NONE
00000001101;44\297 1 NONE
000000011100;44\297 1 NONE
000000011101;44\297 1 NONE
000000011110;44\297 1 NONE
000000011111;44\297 1 NONE
00000010;44\297 1 NONE
0000001000;44\297 1 NONE
000000100100;44\297 1 NONE
0000001001010;44\297 1 NONE
0000001001011;44\297 1 NONE
0000001001100;44\297 1 NONE
0000001001101;44\297 1 NONE
000000100111;44\297 1 NONE
000000101000;44\297 1 NONE
0000001010010;44\297 1 NONE
0000001010011;44\297 1 NONE
0000001010100;44\297 1 NONE
0000001010101;44\297 1 NONE
000000101011;44\297 1 NONE
000000101100;44\297 1 NONE
0000001011010;44\297 1 NONE
0000001011011;44\297 1 NONE
00000010111;44\297 1 NONE
00000011;44\297 1 NONE
00000011000;44\297 1 NONE
0000001100100;44\297 1 NONE
000000110011;44\297 1 NONE
000000110100;44\297 1 NONE
000000110101;44\297 1 NONE
0000001101100;44\297 1 NONE
0000001101101;44\297 1 NONE
000000110111;44\297 1 NONE
000000111;44\297 1 NONE
000000111000;44\297 1 NONE
0000001110010;44\297 1 NONE
0000001110011;44\297 1 NONE
0000001110100;44\297 1 NONE
0000001110101;44\297 1 NONE
0000001110110;44\297 1 NONE
0000001110111;44\297 1 NONE
00000100;44\297 2 NONE
00000101;44\297 1 NONE
00000101000;44\297 1 NONE
000001010010;44\297 1 NONE
000001010011;44\297 1 NONE
000001010100;44\297 1 NONE
000001010101;44\297 1 NONE
000001010110;44\297 1 NONE
000001010111;44\297 1 NONE
000001011000;44\297 1 NONE
000001011001;44\297 1 NONE
000001011010;44\297 1 NONE
000001011011;44\297 1 NONE
0000010111;44\297 1 NONE
0000011;44\297 1 NONE
0000011000;44\297 1 NONE
000001100100;44\297 1 NONE
000001100101;44\297 1 NONE
000001100110;44\297 1 NONE
000001100111;44\297 1 NONE
000001101000;44\297 1 NONE
000001101001;44\297 1 NONE
000001101010;44\297 1 NONE
000001101011;44\297 1 NONE
000001101100;44\297 1 NONE
000001101101;44\297 1 NONE
00000110111;44\297 1 NONE
00000111;44\297 1 NONE
0000100;44\297 2 NONE
0000101;44\297 1 NONE
00001010;44\297 1 NONE
00001011;44\297 1 NONE
000011;44\297 1 NONE
000011000;44\297 1 NONE
000011001001;44\297 1 NONE
000011001010;44\297 1 NONE
000011001011;44\297 1 NONE
000011001100;44\297 1 NONE
000011001101;44\297 1 NONE
00001100111;44\297 1 NONE
00001101000;44\297 1 NONE
000011010010;44\297 1 NONE
000011010011;44\297 1 NONE
000011010100;44\297 1 NONE
000011010101;44\297 1 NONE
000011010110;44\297 1 NONE
000011010111;44\297 1 NONE
00001101100;44\297 1 NONE
000011011010;44\297 1 NONE
000011011011;44\297 1 NONE
0000110111;44\297 1 NONE
0000111;44\297 1 NONE
0000cd;44\312 1 NONE
0000ee;44\295 17 NONE
0000ff;44\322 2 NONE
000100;44\297 1 NONE
0001000;44\297 1 NONE
00010010;44\297 1 NONE
00010011;44\297 1 NONE
000101;44\297 1 NONE
00010100;44\297 1 NONE
00010101;44\297 1 NONE
00010110;44\297 1 NONE
00010111;44\297 1 NONE
00011;44\297 1 NONE
0001100;44\297 1 NONE
00011001000;44\297 1 NONE
00011010;44\297 1 NONE
00011011;44\297 1 NONE
000111;44\297 1 NONE
0001pt;44\473 22 NONE,44\391 2 NONE,44\477 2 NONE,44\210 2 NONE
001;44\85 1 NONE,44\170 1 NONE
0010;44\297 1 NONE
001000;44\297 1 NONE
00100100;44\297 1 NONE
